2019-01-28,18,19,20,21,12,2,2,0,0,1,2,4,2,2,0,3,4,4,4,14,12,15,7,15,10,15,12,14,11,14,10,15,14,11,14,12,14,11,13,15,18,15,14,11,15,16,19,16,16,19,17,18,13,4,2,0,3,1,1,3,0,3,1,5,1,6,5,10,16,11,11,12,11,15,10,11,13,12,13,16,12,9,16,13,11,11,13,14,13,16,16,11,12,16,18,17,1,2,0,2,5,2,2,0,0,1,3,8,18,25,22,21,21,21,17,14,10,14,15,15,15,12,11,14,12,9,13,13,11,15,11,14,12,14,12,9,9,10,14,12,10,9,9,4,3,2,0,2,3,2,0,1,2,2,1,2,17,18,22,19,21,23,20,14,11,10,15,15,14,13,9,15,12,11,10,11,12,14,14,10,12,15,15,11,8,7,14,10,7,7,11,7
2019-01-29,21,20,18,23,15,4,3,0,0,1,1,7,2,1,0,4,2,6,3,12,13,14,8,18,12,15,12,14,12,14,10,12,13,9,12,16,10,11,13,18,15,15,11,13,19,13,17,18,16,18,16,21,17,6,2,3,2,1,3,3,2,1,1,5,3,5,5,12,14,7,10,14,15,15,13,13,14,12,12,12,6,11,13,13,10,12,14,15,14,13,15,16,13,15,16,15,1,3,1,3,3,3,2,3,0,3,3,6,21,27,22,23,22,18,18,13,11,15,15,13,13,12,14,12,12,9,14,12,11,15,11,11,15,14,9,9,9,11,15,11,9,8,12,4,5,2,2,2,3,2,0,3,3,1,0,5,17,23,21,18,26,22,16,15,13,9,15,15,10,11,15,11,10,10,13,13,10,13,14,11,8,13,15,10,7,11,8,8,12,10,12,9
2019-01-30,19,20,19,19,10,3,2,1,0,0,2,5,2,2,0,3,2,5,5,13,13,12,9,16,10,15,12,14,10,16,10,16,15,11,12,11,12,10,15,16,16,15,13,12,18,14,18,18,17,17,17,16,12,9,5,1,3,1,1,3,1,3,1,1,4,5,7,11,11,6,9,12,12,10,14,16,12,12,12,15,12,11,12,10,11,11,12,15,14,13,18,15,13,15,18,16,1,1,2,0,4,3,1,0,0,1,2,9,20,22,21,22,21,21,16,12,11,15,15,14,15,12,12,13,12,10,14,13,10,15,13,14,13,15,11,8,10,11,13,12,10,9,11,3,3,2,1,1,2,2,3,0,1,1,1,4,15,20,22,17,19,18,18,13,12,11,11,13,17,10,11,15,13,10,13,13,11,12,17,16,9,15,11,8,8,11,10,12,10,8,7,9
2019-01-31,22,20,18,23,11,4,2,0,0,0,1,3,2,2,1,3,2,6,3,12,13,13,10,19,9,16,12,18,12,13,10,13,12,11,13,15,10,10,13,16,16,17,11,13,20,13,18,17,17,20,16,17,13,8,1,0,2,2,2,1,4,2,4,3,3,4,8,9,12,11,10,12,12,12,13,14,12,14,15,16,12,8,9,14,8,13,15,15,15,14,11,15,19,19,14,15,1,2,0,3,3,3,2,2,0,1,4,8,20,24,20,25,21,20,16,13,13,15,16,11,15,12,12,12,13,9,14,11,11,15,12,11,16,14,11,8,7,10,15,11,10,9,11,5,7,3,3,0,3,4,1,1,2,3,1,3,18,17,21,16,20,22,18,15,15,11,13,14,15,11,10,14,14,13,13,9,13,15,14,12,15,10,12,7,8,12,10,13,8,8,10,11
2019-02-01,19,21,19,20,12,5,2,0,0,1,1,6,1,2,0,4,2,5,5,14,14,16,9,15,10,15,12,14,11,17,11,17,15,10,13,16,13,11,15,14,18,15,12,14,19,15,16,19,15,19,17,19,16,4,4,2,2,0,3,4,1,1,1,3,1,6,8,13,16,9,10,11,12,15,14,14,15,8,17,14,7,14,11,13,14,12,14,13,15,14,13,17,13,16,17,16,1,2,2,2,2,2,1,1,0,1,4,11,18,24,22,21,23,21,18,12,11,15,15,14,18,12,13,14,13,10,14,14,12,15,12,14,14,14,13,10,9,10,14,10,10,10,9,6,5,2,3,2,0,3,1,1,2,1,3,4,18,19,23,16,21,22,16,16,13,9,13,17,17,13,11,15,13,12,9,13,15,14,12,8,14,14,15,12,11,6,13,11,7,10,11,8
2019-02-02,21,21,19,23,13,2,2,2,0,0,3,4,1,3,0,4,2,6,4,12,12,15,10,16,14,15,12,16,13,15,9,12,14,11,13,17,10,10,15,17,15,17,13,10,19,14,17,18,17,15,18,20,12,10,5,2,1,1,2,3,1,2,2,3,2,4,6,13,13,8,13,11,12,14,15,15,14,8,9,17,11,12,13,12,10,12,15,14,15,16,13,14,17,17,18,18,1,2,0,4,4,3,2,2,0,2,5,9,21,24,22,23,21,20,18,14,10,16,16,13,11,11,12,13,14,10,17,13,11,15,12,11,16,14,12,8,8,10,15,12,10,9,12,2,5,2,1,0,5,1,2,0,4,3,1,4,18,19,19,24,24,21,13,14,14,13,15,14,11,8,14,9,5,10,16,15,16,15,15,16,11,13,12,14,9,7,12,9,8,9,9,9
2019-02-03,22,20,18,22,10,4,3,0,0,0,1,4,3,3,0,4,2,5,6,15,13,13,8,16,10,16,12,13,11,16,12,16,14,12,12,13,13,11,14,15,18,16,13,11,18,15,15,18,17,18,18,16,9,6,4,1,1,2,0,2,5,0,2,4,4,4,7,11,14,12,12,11,10,16,14,15,14,10,15,16,8,12,12,15,11,9,16,16,18,15,14,12,14,16,17,12,2,1,2,2,2,2,1,2,0,2,3,10,20,24,23,20,21,19,18,13,13,14,14,15,15,11,14,13,13,11,13,12,11,15,12,14,14,15,12,10,8,10,15,13,9,8,12,4,5,2,2,2,2,0,1,2,0,3,3,5,15,21,23,19,20,17,20,13,14,12,15,17,11,11,11,14,16,15,11,12,11,14,16,13,11,13,13,5,7,14,15,13,8,9,8,10
2019-02-04,19,19,21,21,14,2,2,0,0,1,2,3,2,3,0,3,4,4,5,14,13,15,7,14,11,15,12,14,11,15,10,15,16,12,14,12,15,10,16,13,18,15,13,11,15,17,18,14,16,17,18,19,12,7,4,1,2,0,4,1,1,2,2,5,3,4,8,13,12,12,10,12,11,13,13,13,9,11,15,17,11,14,10,13,14,12,14,15,14,12,7,12,13,17,17,12,0,2,0,2,5,2,2,0,0,1,4,9,17,26,22,21,21,21,18,14,11,14,16,15,15,12,12,14,12,11,13,14,12,15,11,14,13,12,14,9,11,9,14,10,10,7,9,4,2,2,1,1,5,0,0,2,2,2,0,3,19,18,19,20,17,21,17,17,16,11,14,16,14,9,10,13,15,9,12,16,11,11,14,13,14,12,13,11,11,7,13,7,6,8,5,3
2019-02-05,20,19,18,23,12,4,2,0,0,1,2,7,2,3,0,4,2,6,3,12,14,14,8,18,14,15,12,14,13,16,8,13,14,9,12,17,10,12,14,17,15,15,10,13,21,13,16,18,18,18,17,15,1,5,2,1,2,1,4,3,1,3,2,3,3,4,7,12,12,6,10,14,16,15,13,13,13,10,14,12,11,10,12,13,10,9,14,15,12,16,11,16,14,17,16,16,0,2,1,2,3,3,2,3,0,2,3,6,20,27,21,23,23,18,17,12,10,14,16,13,13,12,13,12,13,10,15,11,11,18,11,11,15,14,11,8,9,10,15,11,10,8,12,4,2,1,1,2,3,1,1,2,2,2,3,3,18,19,21,17,19,21,14,14,12,13,14,10,13,12,12,12,14,11,12,13,10,14,16,10,12,14,14,6,9,6,14,8,9,7,10,6
2019-02-06,19,20,19,21,9,3,1,1,0,0,2,3,1,3,0,4,4,5,4,12,15,12,10,14,12,16,12,14,10,17,10,16,17,11,12,12,13,10,15,16,17,15,13,13,17,15,16,18,16,17,18,11,8,3,2,0,0,2,2,1,1,2,1,4,3,4,9,9,10,12,13,12,11,13,15,12,13,7,16,16,13,13,10,12,14,14,14,14,14,16,12,13,14,17,17,16,0,1,2,0,4,3,1,0,0,1,4,9,19,24,21,22,21,21,18,12,12,14,14,14,15,12,16,13,12,12,14,14,11,16,13,14,13,15,12,8,10,10,14,11,10,9,11,4,2,1,1,1,3,2,1,2,1,1,2,0,17,11,14,17,24,21,22,17,13,13,12,12,15,13,13,12,13,10,13,14,11,14,14,12,12,15,15,3,11,8,14,10,9,9,8,6
